filterType,filterOpt,splitByOpt,splitByOpt_category,responseOpt
State,ND,Sector,"International, foreign affairs",Serving seniors
State,ND,Sector,"Public, societal benefit",Serving seniors
State,ND,Rural/Urban,Rural,Serving seniors
State,ND,Rural/Urban,Urban,Serving seniors
State,OH,"","",Serving seniors
State,OH,Size,"< $100,000",Serving seniors
State,OH,Size,"$100,000 - $499,999",Serving seniors
State,OH,Size,"$500,000 - $999,999",Serving seniors
State,OH,Size,"$1 million - $9,999,999",Serving seniors
State,OH,Size,$10 million and above,Serving seniors
State,OH,Sector,"Arts, culture, and humanities",Serving seniors
State,OH,Sector,Education,Serving seniors
State,OH,Sector,Environment and animals,Serving seniors
State,OH,Sector,Health,Serving seniors
State,OH,Sector,Human services,Serving seniors
State,OH,Sector,"International, foreign affairs",Serving seniors
State,OH,Sector,"Public, societal benefit",Serving seniors
State,OH,Rural/Urban,Rural,Serving seniors
State,OH,Rural/Urban,Urban,Serving seniors
State,OK,"","",Serving seniors
State,OK,Size,"< $100,000",Serving seniors
State,OK,Size,"$100,000 - $499,999",Serving seniors
State,OK,Size,"$500,000 - $999,999",Serving seniors
State,OK,Size,"$1 million - $9,999,999",Serving seniors
State,OK,Size,$10 million and above,Serving seniors
State,OK,Sector,"Arts, culture, and humanities",Serving seniors
State,OK,Sector,Education,Serving seniors
State,OK,Sector,Environment and animals,Serving seniors
State,OK,Sector,Health,Serving seniors
State,OK,Sector,Human services,Serving seniors
State,OK,Sector,"International, foreign affairs",Serving seniors
State,OK,Sector,"Public, societal benefit",Serving seniors
State,OK,Rural/Urban,Rural,Serving seniors
State,OK,Rural/Urban,Urban,Serving seniors
State,OR,"","",Serving seniors
State,OR,Size,"< $100,000",Serving seniors
State,OR,Size,"$100,000 - $499,999",Serving seniors
State,OR,Size,"$500,000 - $999,999",Serving seniors
State,OR,Size,"$1 million - $9,999,999",Serving seniors
State,OR,Size,$10 million and above,Serving seniors
State,OR,Sector,"Arts, culture, and humanities",Serving seniors
State,OR,Sector,Education,Serving seniors
State,OR,Sector,Environment and animals,Serving seniors
State,OR,Sector,Health,Serving seniors
State,OR,Sector,Human services,Serving seniors
State,OR,Sector,"International, foreign affairs",Serving seniors
State,OR,Sector,"Public, societal benefit",Serving seniors
State,OR,Rural/Urban,Rural,Serving seniors
State,OR,Rural/Urban,Urban,Serving seniors
State,PA,"","",Serving seniors
State,PA,Size,"< $100,000",Serving seniors
State,PA,Size,"$100,000 - $499,999",Serving seniors
State,PA,Size,"$500,000 - $999,999",Serving seniors
State,PA,Size,"$1 million - $9,999,999",Serving seniors
State,PA,Size,$10 million and above,Serving seniors
State,PA,Sector,"Arts, culture, and humanities",Serving seniors
State,PA,Sector,Education,Serving seniors
State,PA,Sector,Environment and animals,Serving seniors
State,PA,Sector,Health,Serving seniors
State,PA,Sector,Human services,Serving seniors
State,PA,Sector,"International, foreign affairs",Serving seniors
State,PA,Sector,"Public, societal benefit",Serving seniors
State,PA,Rural/Urban,Rural,Serving seniors
State,PA,Rural/Urban,Urban,Serving seniors
State,RI,"","",Serving seniors
State,RI,Size,"< $100,000",Serving seniors
State,RI,Size,"$100,000 - $499,999",Serving seniors
State,RI,Size,"$500,000 - $999,999",Serving seniors
State,RI,Size,"$1 million - $9,999,999",Serving seniors
State,RI,Size,$10 million and above,Serving seniors
State,RI,Sector,"Arts, culture, and humanities",Serving seniors
State,RI,Sector,Education,Serving seniors
State,RI,Sector,Environment and animals,Serving seniors
State,RI,Sector,Health,Serving seniors
State,RI,Sector,Human services,Serving seniors
State,RI,Sector,"International, foreign affairs",Serving seniors
State,RI,Sector,"Public, societal benefit",Serving seniors
State,RI,Rural/Urban,Rural,Serving seniors
State,RI,Rural/Urban,Urban,Serving seniors
State,SC,"","",Serving seniors
State,SC,Size,"< $100,000",Serving seniors
State,SC,Size,"$100,000 - $499,999",Serving seniors
State,SC,Size,"$500,000 - $999,999",Serving seniors
State,SC,Size,"$1 million - $9,999,999",Serving seniors
State,SC,Size,$10 million and above,Serving seniors
State,SC,Sector,"Arts, culture, and humanities",Serving seniors
State,SC,Sector,Education,Serving seniors
State,SC,Sector,Environment and animals,Serving seniors
State,SC,Sector,Health,Serving seniors
State,SC,Sector,Human services,Serving seniors
State,SC,Sector,"International, foreign affairs",Serving seniors
State,SC,Sector,"Public, societal benefit",Serving seniors
State,SC,Rural/Urban,Rural,Serving seniors
State,SC,Rural/Urban,Urban,Serving seniors
State,SD,"","",Serving seniors
State,SD,Size,"< $100,000",Serving seniors
State,SD,Size,"$100,000 - $499,999",Serving seniors
State,SD,Size,"$500,000 - $999,999",Serving seniors
State,SD,Size,"$1 million - $9,999,999",Serving seniors
State,SD,Size,$10 million and above,Serving seniors
State,SD,Sector,"Arts, culture, and humanities",Serving seniors
State,SD,Sector,Education,Serving seniors
State,SD,Sector,Environment and animals,Serving seniors
State,SD,Sector,Health,Serving seniors
State,SD,Sector,Human services,Serving seniors
State,SD,Sector,"International, foreign affairs",Serving seniors
State,SD,Sector,"Public, societal benefit",Serving seniors
State,SD,Rural/Urban,Rural,Serving seniors
State,SD,Rural/Urban,Urban,Serving seniors
State,TN,"","",Serving seniors
State,TN,Size,"< $100,000",Serving seniors
State,TN,Size,"$100,000 - $499,999",Serving seniors
State,TN,Size,"$500,000 - $999,999",Serving seniors
State,TN,Size,"$1 million - $9,999,999",Serving seniors
State,TN,Size,$10 million and above,Serving seniors
State,TN,Sector,"Arts, culture, and humanities",Serving seniors
State,TN,Sector,Education,Serving seniors
State,TN,Sector,Environment and animals,Serving seniors
State,TN,Sector,Health,Serving seniors
State,TN,Sector,Human services,Serving seniors
State,TN,Sector,"International, foreign affairs",Serving seniors
State,TN,Sector,"Public, societal benefit",Serving seniors
State,TN,Rural/Urban,Rural,Serving seniors
State,TN,Rural/Urban,Urban,Serving seniors
State,TX,"","",Serving seniors
State,TX,Size,"< $100,000",Serving seniors
State,TX,Size,"$100,000 - $499,999",Serving seniors
State,TX,Size,"$500,000 - $999,999",Serving seniors
State,TX,Size,"$1 million - $9,999,999",Serving seniors
State,TX,Size,$10 million and above,Serving seniors
State,TX,Sector,"Arts, culture, and humanities",Serving seniors
State,TX,Sector,Education,Serving seniors
State,TX,Sector,Environment and animals,Serving seniors
State,TX,Sector,Health,Serving seniors
State,TX,Sector,Human services,Serving seniors
State,TX,Sector,"International, foreign affairs",Serving seniors
State,TX,Sector,"Public, societal benefit",Serving seniors
State,TX,Rural/Urban,Rural,Serving seniors
State,TX,Rural/Urban,Urban,Serving seniors
State,UT,"","",Serving seniors
State,UT,Size,"< $100,000",Serving seniors
State,UT,Size,"$100,000 - $499,999",Serving seniors
State,UT,Size,"$500,000 - $999,999",Serving seniors
State,UT,Size,"$1 million - $9,999,999",Serving seniors
State,UT,Size,$10 million and above,Serving seniors
State,UT,Sector,"Arts, culture, and humanities",Serving seniors
State,UT,Sector,Education,Serving seniors
State,UT,Sector,Environment and animals,Serving seniors
State,UT,Sector,Health,Serving seniors
State,UT,Sector,Human services,Serving seniors
State,UT,Sector,"International, foreign affairs",Serving seniors
State,UT,Sector,"Public, societal benefit",Serving seniors
State,UT,Rural/Urban,Rural,Serving seniors
State,UT,Rural/Urban,Urban,Serving seniors
State,VT,"","",Serving seniors
State,VT,Size,"< $100,000",Serving seniors
State,VT,Size,"$100,000 - $499,999",Serving seniors
State,VT,Size,"$500,000 - $999,999",Serving seniors
State,VT,Size,"$1 million - $9,999,999",Serving seniors
State,VT,Size,$10 million and above,Serving seniors
State,VT,Sector,"Arts, culture, and humanities",Serving seniors
State,VT,Sector,Education,Serving seniors
State,VT,Sector,Environment and animals,Serving seniors
State,VT,Sector,Health,Serving seniors
State,VT,Sector,Human services,Serving seniors
State,VT,Sector,"International, foreign affairs",Serving seniors
State,VT,Sector,"Public, societal benefit",Serving seniors
State,VT,Rural/Urban,Rural,Serving seniors
State,VT,Rural/Urban,Urban,Serving seniors
State,VA,"","",Serving seniors
State,VA,Size,"< $100,000",Serving seniors
State,VA,Size,"$100,000 - $499,999",Serving seniors
State,VA,Size,"$500,000 - $999,999",Serving seniors
State,VA,Size,"$1 million - $9,999,999",Serving seniors
State,VA,Size,$10 million and above,Serving seniors
State,VA,Sector,"Arts, culture, and humanities",Serving seniors
State,VA,Sector,Education,Serving seniors
State,VA,Sector,Environment and animals,Serving seniors
State,VA,Sector,Health,Serving seniors
State,VA,Sector,Human services,Serving seniors
State,VA,Sector,"International, foreign affairs",Serving seniors
State,VA,Sector,"Public, societal benefit",Serving seniors
State,VA,Rural/Urban,Rural,Serving seniors
State,VA,Rural/Urban,Urban,Serving seniors
State,WA,"","",Serving seniors
State,WA,Size,"< $100,000",Serving seniors
State,WA,Size,"$100,000 - $499,999",Serving seniors
State,WA,Size,"$500,000 - $999,999",Serving seniors
State,WA,Size,"$1 million - $9,999,999",Serving seniors
State,WA,Size,$10 million and above,Serving seniors
State,WA,Sector,"Arts, culture, and humanities",Serving seniors
State,WA,Sector,Education,Serving seniors
State,WA,Sector,Environment and animals,Serving seniors
State,WA,Sector,Health,Serving seniors
State,WA,Sector,Human services,Serving seniors
State,WA,Sector,"International, foreign affairs",Serving seniors
State,WA,Sector,"Public, societal benefit",Serving seniors
State,WA,Rural/Urban,Rural,Serving seniors
State,WA,Rural/Urban,Urban,Serving seniors
State,WV,"","",Serving seniors
State,WV,Size,"< $100,000",Serving seniors
State,WV,Size,"$100,000 - $499,999",Serving seniors
State,WV,Size,"$500,000 - $999,999",Serving seniors
State,WV,Size,"$1 million - $9,999,999",Serving seniors
State,WV,Size,$10 million and above,Serving seniors
State,WV,Sector,"Arts, culture, and humanities",Serving seniors
State,WV,Sector,Education,Serving seniors
State,WV,Sector,Environment and animals,Serving seniors
State,WV,Sector,Health,Serving seniors
State,WV,Sector,Human services,Serving seniors
State,WV,Sector,"International, foreign affairs",Serving seniors
State,WV,Sector,"Public, societal benefit",Serving seniors
State,WV,Rural/Urban,Rural,Serving seniors
State,WV,Rural/Urban,Urban,Serving seniors
State,WI,"","",Serving seniors
State,WI,Size,"< $100,000",Serving seniors
State,WI,Size,"$100,000 - $499,999",Serving seniors
State,WI,Size,"$500,000 - $999,999",Serving seniors
State,WI,Size,"$1 million - $9,999,999",Serving seniors
State,WI,Size,$10 million and above,Serving seniors
State,WI,Sector,"Arts, culture, and humanities",Serving seniors
State,WI,Sector,Education,Serving seniors
State,WI,Sector,Environment and animals,Serving seniors
State,WI,Sector,Health,Serving seniors
State,WI,Sector,Human services,Serving seniors
State,WI,Sector,"International, foreign affairs",Serving seniors
State,WI,Sector,"Public, societal benefit",Serving seniors
State,WI,Rural/Urban,Rural,Serving seniors
State,WI,Rural/Urban,Urban,Serving seniors
State,WY,"","",Serving seniors
State,WY,Size,"< $100,000",Serving seniors
State,WY,Size,"$100,000 - $499,999",Serving seniors
State,WY,Size,"$500,000 - $999,999",Serving seniors
State,WY,Size,"$1 million - $9,999,999",Serving seniors
State,WY,Size,$10 million and above,Serving seniors
State,WY,Sector,"Arts, culture, and humanities",Serving seniors
State,WY,Sector,Education,Serving seniors
State,WY,Sector,Environment and animals,Serving seniors
State,WY,Sector,Health,Serving seniors
State,WY,Sector,Human services,Serving seniors
State,WY,Sector,"International, foreign affairs",Serving seniors
State,WY,Sector,"Public, societal benefit",Serving seniors
State,WY,Rural/Urban,Rural,Serving seniors
State,WY,Rural/Urban,Urban,Serving seniors
National,National,"","",Unable to meet demand
National,National,Size,"< $100,000",Unable to meet demand
National,National,Size,"$100,000 - $499,999",Unable to meet demand
National,National,Size,"$500,000 - $999,999",Unable to meet demand
National,National,Size,"$1 million - $9,999,999",Unable to meet demand
National,National,Size,$10 million and above,Unable to meet demand
National,National,Sector,"Arts, culture, and humanities",Unable to meet demand
National,National,Sector,Education,Unable to meet demand
National,National,Sector,Environment and animals,Unable to meet demand
National,National,Sector,Health,Unable to meet demand
National,National,Sector,Human services,Unable to meet demand
National,National,Sector,"International, foreign affairs",Unable to meet demand
National,National,Sector,"Public, societal benefit",Unable to meet demand
National,National,Rural/Urban,Rural,Unable to meet demand
National,National,Rural/Urban,Urban,Unable to meet demand
National,National,Region,Northeast,Unable to meet demand
National,National,Region,Midwest,Unable to meet demand
National,National,Region,South,Unable to meet demand
National,National,Region,West,Unable to meet demand
National,National,State,AL,Unable to meet demand
National,National,State,AK,Unable to meet demand
National,National,State,AZ,Unable to meet demand
National,National,State,AR,Unable to meet demand
National,National,State,CA,Unable to meet demand
National,National,State,CO,Unable to meet demand
National,National,State,CT,Unable to meet demand
National,National,State,DC,Unable to meet demand
National,National,State,DE,Unable to meet demand
National,National,State,FL,Unable to meet demand
National,National,State,GA,Unable to meet demand
National,National,State,HI,Unable to meet demand
National,National,State,ID,Unable to meet demand
National,National,State,IL,Unable to meet demand
National,National,State,IN,Unable to meet demand
National,National,State,IA,Unable to meet demand
National,National,State,KS,Unable to meet demand
National,National,State,KY,Unable to meet demand
National,National,State,LA,Unable to meet demand
National,National,State,ME,Unable to meet demand
National,National,State,MD,Unable to meet demand
National,National,State,MA,Unable to meet demand
National,National,State,MI,Unable to meet demand
National,National,State,MN,Unable to meet demand
National,National,State,MS,Unable to meet demand
National,National,State,MO,Unable to meet demand
National,National,State,MT,Unable to meet demand
National,National,State,NE,Unable to meet demand
National,National,State,NV,Unable to meet demand
National,National,State,NH,Unable to meet demand
National,National,State,NJ,Unable to meet demand
National,National,State,NM,Unable to meet demand
National,National,State,NY,Unable to meet demand
National,National,State,NC,Unable to meet demand
National,National,State,ND,Unable to meet demand
National,National,State,OH,Unable to meet demand
National,National,State,OK,Unable to meet demand
National,National,State,OR,Unable to meet demand
National,National,State,PA,Unable to meet demand
National,National,State,RI,Unable to meet demand
National,National,State,SC,Unable to meet demand
National,National,State,SD,Unable to meet demand
